AVG Arrivals,AVG Served,AVG Delay,AVG Delay Regular,AVG Delay Service Desk,AVG Queue Length,AVG Queue Length (Non Empty),AVG Queue Length (NE) 1,AVG Queue Length (NE) 2,AVG Queue Length (NE) 3,AVG Queue Length (NE) 4,AVG Queue Length (NE) 5,AVG Queue Length (NE) 6,Queue Open Time 1,Queue Open Time 2,Queue Open Time 3,Queue Open Time 4,Queue Open Time 5,Queue Open Time 6
162.54,145.5,4.909397308620195,4.4389450043776035,6.0446623117871425,1.5955391209623206,2.34318225204638,2.3989471193907774,2.348738215643808,1.9957795776679443,1.1762228540463513,1.0901733035127408,2.379603113797823,1.0,0.9798142784810366,0.5912412621335092,0.1845655873143475,0.12647543378997017,1.0,
142.96,134.06,3.8092848765263834,3.237806654530674,5.4936350151174835,1.0022494457535733,1.7609873074299616,1.752062583467251,1.7244349398878853,1.4443806784866535,0.3016311574350874,0.07038543064065327,2.144307311013682,1.0,0.971564031549478,0.5396530749326588,0.05863586483962777,0.005347155944291657,1.0,
159.96,144.24,4.759853262570296,4.617586874875807,6.091375157066647,1.4195292613771344,2.218251484940408,2.221586491708882,2.290850682556923,1.9735768498340718,1.1677383305020015,0.8981732455513552,2.3717052133945025,1.0,0.9860797760091614,0.5768411138969594,0.15142765461379631,0.1024217408208171,1.0,
149.56,138.54,4.040497996126292,3.5617475048705955,5.420394799807272,1.1701886925076999,1.9124467729179022,1.940783330431578,1.9188765352468409,1.5749712292271472,0.6013583985917504,0.35644004720979594,2.1909127717851873,1.0,0.984826086389582,0.554106065510864,0.09765958674842454,0.0385948964786019,1.0,
156.44,144.3,4.695860935504684,4.182228906143079,6.5048534023467,1.3027435492179995,2.074718558111792,2.1504570829874488,2.112896521451183,1.8320127736719913,0.9395376141505603,0.6060615848682389,2.1395456458381026,1.0,0.9744868982768086,0.5833710355864321,0.16123577408472026,0.06908706996113512,1.0,
152.02,139.52,4.363361594316701,3.880968056014184,5.86638077566879,1.2823601628199703,2.0537064234692846,2.053464573296133,2.0152546301824934,1.6600197218665482,0.8587206163086307,0.5896436284962102,2.303144307275644,1.0,0.9956541811249784,0.5660119845800393,0.09628223160282995,0.060029968811420475,1.0,
154.02,142.0,4.5756989833309145,3.8434669216823396,6.874114616427782,1.2531862166281533,1.9452048923489675,2.011654820184391,1.9173329382892632,1.5842181122208658,0.7516485464907271,0.3476003482604216,2.2392061374423333,1.0,0.9961124921052736,0.5520144793741829,0.15386687872429708,0.029132395605013725,1.0,
148.38,136.5,4.162681064637526,3.794486278031224,5.268096655222299,1.2875869834735918,2.022643140387286,2.0641930482774224,1.9942519048060663,1.6137690753410385,0.647186188986167,0.39527245779000575,2.345419396789085,1.0,0.9805204190505389,0.4894067367347485,0.1363117696629798,0.04836507540494326,1.0,
162.14,145.76,4.870173735326572,4.504074156723512,6.351521391955415,1.5650060786782183,2.2826408032174057,2.3183018797042507,2.2797198517768904,1.8070929170719217,1.1011198057896565,0.893117217868388,2.5617020991158763,1.0,0.9981535877504559,0.5988259674189154,0.16469763620074038,0.11803940405287294,1.0,
150.42,139.52,4.235540173583882,3.7920291215389104,5.4742865881265335,1.1735437409357008,1.9616144442164751,1.960728087911907,1.9218632173051344,1.6691499181383056,0.5870350469690784,0.39933146492528054,2.17692017331778,1.0,0.9922822729649083,0.5348820184068976,0.10288226261992567,0.0432087956022173,1.0,
153.96,140.72,4.627413353185956,3.9295413522854163,6.63313179144628,1.3246524827049497,2.0457308944769306,2.1051529171791166,2.0462937456313237,1.6958260231074789,0.636671906868687,0.5210943321570075,2.1837696145438246,1.0,1.0,0.5698767165625501,0.108959945054256,0.06810113621497088,1.0,
154.28,141.0,4.503582321412494,4.1163751920710325,5.372969019961837,1.308069127952107,2.103370339332045,2.1508428360778837,2.146927027046529,1.804941153888474,0.8423105859375285,0.6205975831185895,2.2351719117016424,1.0,0.9821493005701366,0.5712444248136526,0.13862909305102772,0.07790010660660909,1.0,
149.74,139.3,4.056683255170963,3.549802978359856,5.9719409881449765,1.1652740232773158,1.883643974401841,1.9225917390491074,1.8961677079966217,1.4294900085796471,0.5150401808833186,0.2688332765417977,2.23544458503464,1.0,0.9782189164588789,0.5646064104070853,0.11375262361163797,0.03919042664087043,1.0,
151.4,140.74,4.421300044853783,3.8144884790188813,5.874073158241234,1.207297659774524,1.9507205969387806,2.027922972140089,1.933901475971937,1.6301600056311967,0.7048259597429094,0.32110965730575536,2.2215562299825913,1.0,0.9886715921804381,0.5672071890543671,0.10800097469054132,0.03673961048046023,1.0,
152.08,141.32,4.24631656047596,3.7450898503934327,6.3169344253793644,1.1657337798281788,1.9220818304469112,1.9002237494778087,1.8827434482245258,1.593269166857434,0.6247869418356712,0.3350630386836518,2.193534775269608,1.0,0.9820541732520854,0.5868131361593453,0.13273658015878373,0.04027965244859916,1.0,
155.92,142.7,4.26426065750257,3.9122070370200324,5.317559257523373,1.3545209314725084,2.091334604918432,2.0738943473810343,2.0318822033502104,1.7589938883558036,0.7601242338132108,0.5159175565871079,2.509893755455092,1.0,0.9880173825234264,0.613501836483524,0.15911329944894448,0.06589906254713174,1.0,
151.44,139.24,4.373410369105745,4.256931963781147,5.987969897260184,1.2681511073329346,2.0306218200607473,2.034601720974259,2.0301508490044116,1.6124392687937705,0.7468583884742297,0.5215670032026768,2.368279274480277,1.0,1.0,0.5645376720888339,0.10203837925081384,0.05170729463234455,1.0,
152.84,141.48,4.3091662202623775,3.941392278020585,5.731834024313571,1.2400560438455175,1.9191547346094058,1.9117718099277088,1.8549928657262307,1.4630814721491459,0.5742775246796653,0.34153109443649543,2.3299077328502884,1.0,0.979914629443319,0.5725265598910285,0.1090189361174863,0.04657104776634669,1.0,
148.94,138.7,4.027465340459212,3.499198760198828,5.699895597529962,1.0631933165325635,1.8161645423395014,1.8243757267830492,1.8236128174274164,1.500468582210931,0.4854271290296848,0.2430160519591416,2.0363474789290343,1.0,0.9781113334254822,0.5914176208473464,0.07129288412883489,0.041838377394779344,1.0,
156.32,141.92,4.548287759547801,4.060190181524631,5.994533894762243,1.3969368619586464,2.130688862797015,2.174528743023327,2.1062753632148494,1.73663075190294,0.813507428410265,0.6535898880911462,2.3075116217094074,1.0,1.0,0.5425024670898551,0.14290718741123995,0.0842354608279054,1.0,
155.66,143.24,4.463135642933416,3.9899119775104905,5.926647079380976,1.2992842987825817,2.0666673204007235,2.0545586406047853,2.022602208008862,1.7222317775921474,0.8206828157935679,0.5467043695262614,2.39510156514844,1.0,0.981874075338247,0.5951561140296975,0.1639827232132686,0.06548847866726958,1.0,
160.64,143.46,4.7462207040686755,4.401220621197332,5.8762221852210645,1.650317588619903,2.436321741808308,2.466227499803685,2.4551873437584493,2.116391324342248,1.1249638884748385,0.9554382402228486,2.6665515104627553,1.0,0.9922476334190985,0.6001984110233028,0.16583251255488943,0.09814501243885018,1.0,
150.86,140.0,4.261332622105693,3.792431072606366,5.907383457804189,1.0754700146840144,1.9090196649541864,1.9180807405015805,1.9157769264793783,1.6612125014678716,0.7996253782579548,0.42061542366595495,2.1207389854224656,1.0,0.9329082452772307,0.5718583692583006,0.1635959731134275,0.03470943976873131,1.0,
149.8,138.52,4.032936459066902,3.705346399288643,4.951992560928117,1.187464508962463,1.9794576066282346,1.9969181097301216,1.9366324765183698,1.662586010244649,0.6295330191983765,0.4018725861600812,2.233882850677736,1.0,0.9753944048500626,0.6037632264638029,0.09993326114695383,0.038135724736081594,1.0,
146.74,137.08,4.005333382869264,3.3913009666493923,5.8847851733231655,1.1165726787846033,1.8273286681220369,1.8630283983273177,1.808568717066087,1.457213973778935,0.36421981069831993,0.17140462174755886,2.0293610231105164,1.0,0.9963184517004177,0.5324051881464803,0.08183388599733046,0.029920485795049655,1.0,
151.1,141.18,4.151567716575152,3.5007810823614762,6.129474373878307,1.1058129034065136,1.8095111391911973,1.8383469806025698,1.7981095640251032,1.4851058441661429,0.45451393894543396,0.11231682278244079,2.174158086206237,1.0,0.9705260739510397,0.5883738329376946,0.13749878695503828,0.019537911707322535,1.0,
152.7,139.84,4.228255860155203,3.9513630887271636,5.033738615095086,1.377291554065746,2.1000996407724157,2.125964824669295,2.0887675336645906,1.7968503731609198,0.9142249678205456,0.5650817892296884,2.3698501512011942,1.0,1.0,0.5478143818794485,0.11835632863564452,0.053649871652549634,1.0,
154.36,141.26,4.61771917047684,4.252747251901322,6.360974228670917,1.3121831592487139,2.0726674477881954,2.0907727525992863,2.007740976304225,1.659787290912657,0.9092037605777581,0.5660191790293407,2.2648594215423508,1.0,0.999532217861599,0.5258403475227774,0.14080803119820767,0.07173075359502706,1.0,
155.1,141.52,4.376168947467086,3.960114239750478,5.675504272221372,1.4338069974383507,2.1772377240356446,2.156514369878085,2.14121410887942,1.8053780482385025,0.7465226886072557,0.5824788037811622,2.5346254567300175,1.0,0.9920831924297766,0.602208563968862,0.09621143750397199,0.0537293670376968,1.0,
153.22,141.24,4.497151998174234,3.8780591311019155,6.437625991472001,1.2518237311007647,1.9946016903807127,2.009348955759525,1.9682583954713657,1.6318635438508127,0.780222970940168,0.4072747377964464,2.222297760969882,1.0,0.9953420391618342,0.4997840524439111,0.18736571426217527,0.05303094555121413,1.0,
147.86,137.6,4.01684561245707,3.6208138229667686,5.411543723561923,1.137017283800401,1.880717375815145,1.8816433276145677,1.8621120290707167,1.4722359150844284,0.5811727939087524,0.2913270092004139,2.158705019031594,1.0,0.9652191925278569,0.545918281667242,0.12850824094223248,0.03648967064069891,1.0,
153.38,140.82,4.591712659750158,4.254522911590492,5.96160946600403,1.3392967901773105,2.117659835951055,2.121596723020563,2.0918378018136146,1.7449766633977177,0.916016839816903,0.6068093104972592,2.317103579580722,1.0,0.9598412262093196,0.5637363427293978,0.1564268741984819,0.06456467925897401,1.0,
154.78,142.38,4.280181919532825,3.908452761883256,5.619849042816035,1.2273580592225515,2.0321225488388364,2.007417063601905,1.9721764408551883,1.7842507558486136,0.9021874249555569,0.5643299743035921,2.3058027222549637,1.0,0.9844397057624099,0.5662079020696686,0.1571779711546861,0.054354947820181646,1.0,
152.06,141.26,4.327595490830179,3.8122986674776995,6.105300027127994,1.1836399729759242,1.8904209116600856,1.9095107166238219,1.9112038850901718,1.5566135904531446,0.5545651744269786,0.34162290453046235,2.103166511570996,1.0,0.9806986136879415,0.5761350722878544,0.10321201894642615,0.04869964971232986,1.0,
143.36,135.28,3.650152179683064,3.293453524938193,4.807871202390856,1.0899901794271352,1.7856199252510476,1.7834980990925784,1.7017601649141472,1.1993352558725419,0.23456577948707785,0.056711100512426095,2.2834303969488836,1.0,0.9747046544483928,0.561935622915836,0.0505135092338451,0.002257466062397171,1.0,
146.94,137.88,3.9869511851054824,3.493241370317665,5.491896701570153,1.1570110788502204,1.8766752550873937,1.8804710412275585,1.8101780726937693,1.4030920783185852,0.38769212096274386,0.18150099281703555,2.2527877592108294,1.0,1.0,0.5541610961324828,0.07331473564599404,0.02495759596379914,1.0,
151.56,139.66,4.185202092652632,3.8449592162335335,5.118929517049757,1.24512711013073,2.017624527110913,2.0803368763983836,2.061085041141437,1.7709332710784969,0.7518360745379734,0.5031457632392885,2.2266413176600297,1.0,0.9906815146031351,0.568370339321396,0.10283848024659656,0.059009640398206484,1.0,
152.2,140.12,4.39601264773815,3.8703994150634666,6.255675045848965,1.2461660769965477,2.0141880588476617,2.0004752176436362,1.9890648792956196,1.6082122286296359,0.6710500753650877,0.4126009247294947,2.4458385198977024,1.0,0.9849415178511708,0.5983343968785216,0.11122476882073594,0.04388555907737115,1.0,
155.86,143.54,4.656788110119763,4.160237982271096,6.175444154421788,1.2699880896049907,2.0390781434271843,2.0441031376558545,2.039817439830683,1.749200268770313,0.7884815764188755,0.5622461726724566,2.3396617251511937,1.0,0.9697804379510512,0.6072101516979728,0.14142972274939822,0.08217792738061189,1.0,
153.76,140.26,4.723661741127658,3.872216114861373,7.414863398358063,1.1936961667028023,1.9975094311635844,1.9867257780449403,2.0170791552402916,1.7120822999175211,0.899156090014065,0.5660440135244921,2.069070893672054,1.0,0.9751961932096505,0.5460215659308336,0.16054811481054762,0.06495477760002515,1.0,
154.68,141.0,4.510481107116694,4.002613812941686,6.459719631175512,1.3314451445504165,2.0820705492055787,2.0772197287598364,2.0756641707637487,1.6148123971997403,0.7729432345789908,0.6198623974347437,2.2884264511422066,1.0,0.9840614270957845,0.5913125031605402,0.107792265773176,0.05620231440889428,1.0,
153.86,141.68,4.435293293642806,3.898563873479929,6.205320987635609,1.239202036511777,1.9377978835336325,2.0035471230290436,1.90335198948581,1.6687027540355848,0.5920738986670845,0.366355587819329,2.180185204708546,1.0,0.9959630039645205,0.5769781122105218,0.08428251322295895,0.051345055444643385,1.0,
148.18,138.08,4.194224354962677,3.6543648494336467,5.866810852482454,1.1948833329529942,1.8852379162104187,1.888165316374741,1.8486689848898785,1.4386041655143598,0.3882688244248007,0.24807239698227368,2.2564582318356114,1.0,0.9984824573348287,0.5613148385067163,0.05400808066907457,0.027747811584564158,1.0,
149.98,139.56,4.284436197351735,3.9629255200823947,5.065582454471784,1.2602842525694045,1.9571637502258215,1.9727492020993436,1.9377609868255112,1.60353279730298,0.6044046152191906,0.31426684488748297,2.277437136247367,1.0,0.985789585898027,0.5385385308517333,0.10854329180792285,0.0363939547877092,1.0,
153.3,140.58,4.4558859372864585,4.234512209969528,5.383278380110268,1.396570089436937,2.133942088822257,2.1125674189126924,2.1206452396439515,1.6663173463441519,0.7503484038643168,0.6506723214751686,2.412153061702666,1.0,1.0,0.5744552978826654,0.10304385618992351,0.06920260661999303,1.0,
149.88,139.1,3.884521439559104,3.55799629194039,4.825080065488288,1.1954975131321917,1.9466752146640036,1.9804639405596465,1.8956831686024953,1.526469118668943,0.6263444520537267,0.34269664172512226,2.2835166791103574,1.0,0.9809056670241012,0.5912327515856081,0.0858646292356784,0.03859615442106506,1.0,
157.38,144.34,4.4918272140835365,3.9541170848778004,6.268552248920519,1.3242324907794787,2.0487451423618284,2.1026273152891743,2.044240762837299,1.7080133581010366,0.7931066413451225,0.5163200138244597,2.1949784908768346,1.0,0.9858434671365162,0.6336669894811695,0.14462448614450218,0.07346704986122213,1.0,
144.42,136.14,4.189482228449084,3.61734126592566,6.042754369284872,1.1051628794101422,1.8014019642575902,1.8506306418122227,1.745352967832399,1.3391142546925556,0.32249284899761865,0.05752498545418176,2.187348304911981,1.0,1.0,0.5476146112242417,0.03817045215307046,0.0020169290075911332,1.0,
154.82,142.48,4.398086199599706,3.807569944532565,6.392610302509966,1.283960779776934,2.011029664052633,2.0187038041382426,2.002509560177101,1.601089418157614,0.745424334296508,0.5349877481168184,2.122504587474676,1.0,0.9828538564362751,0.5793292090496217,0.13239071115534837,0.05843508865522536,1.0,
162.2,148.28,5.065407846753771,4.384350739204108,7.267000171853363,1.531486436857394,2.227559276293301,2.277056559337233,2.263181537095305,1.985313626436434,0.9842377643947,0.7102012111457522,2.398004527522232,1.0,0.9719242598219715,0.6576263679114136,0.17464298131474648,0.10582237003204437,1.0,
155.52,140.06,4.6130044420013165,4.026720822967794,6.415797567220274,1.3515088467216319,2.133931117924099,2.161643457297326,2.072556029667688,1.7365286124902288,0.794640979270336,0.6708596923804717,2.253908350525764,1.0,0.9949305729362813,0.5464722084882375,0.11892690556961147,0.07228968471788635,1.0,
148.32,138.16,4.003231587876961,3.4980926337851934,5.508008592263548,1.1207275421955836,1.8855950763466578,1.8929686330886724,1.8167993155723312,1.5090867947474027,0.5752259646294261,0.2884420585268345,2.199949615355455,1.0,0.9863184166718112,0.5376459496146022,0.08061449382196562,0.025933678127156353,1.0,
153.44,138.58,4.566426140201654,3.9657165503111975,6.603414507626785,1.318272462155995,2.1586505299039507,2.130312143206142,2.1163073970385593,1.8584770720648114,0.9417415123756452,0.7148290143773444,2.2675294332970934,1.0,0.9955541317558407,0.5247076653782138,0.10797357304805272,0.05317100937613408,1.0,
153.34,141.56,4.67114245488759,4.055585678813802,6.511934525693875,1.2772562293151277,1.9985167912120392,2.0251578908677694,1.9870163364103217,1.730418160297964,0.659162022965628,0.4956405626246573,2.0646134747044314,1.0,0.9927531550188684,0.5412374385260849,0.13861490859223977,0.053706504370821674,1.0,
156.0,142.42,4.639716880180552,4.087183699926043,6.27765052662757,1.3780917803583765,2.1121880513032507,2.130895952526587,2.103328022501281,1.8149488649164525,0.9276549735817652,0.5677609983904781,2.3122824367249546,1.0,0.9869841423385545,0.5738521264910958,0.14636647011898932,0.07276603453055472,1.0,
158.04,141.9,4.693411922067289,4.423456858491555,5.223235784149966,1.4946554044708296,2.2640218352203574,2.283457202905773,2.2733786834438443,1.9891455348137859,1.1301504705148069,0.8555856897999046,2.3679244583521997,1.0,0.9771196402956948,0.5591002184901341,0.14370544589203013,0.08991647754935066,1.0,
153.44,139.66,4.423181026085785,3.9340749405471165,5.736304150433381,1.2727007148499603,2.0702508075501305,2.066070818547156,2.0355495764408773,1.7778859626692982,0.8101138552732488,0.6243662906020141,2.231373650138356,1.0,0.9954606524201057,0.5321105981177492,0.11373672561103174,0.06009489364798179,1.0,
159.22,143.72,4.326407674945243,4.177135758480616,4.871900950494313,1.513866796609274,2.2997447095511125,2.282277522143818,2.280886868820985,2.0711105397774703,1.1919207483660421,0.8809334070919881,2.6479581085307924,1.0,0.9784199893641108,0.6146836530356831,0.1549629398488049,0.07793688931146006,1.0,
153.54,141.38,4.3788774660091905,3.8044203373696877,6.2597432521356255,1.198965976276015,1.9823674269219012,1.9822779377990025,1.974827510560708,1.7757710510082974,0.8222910567007891,0.4442092841875681,2.215736157137219,1.0,0.9689149515692691,0.5790207831669579,0.1318250150003372,0.042658193159492354,1.0,
141.48,134.0,3.6970259798380156,3.3487099026492557,4.514637964774769,1.0356134962051726,1.7215050295660255,1.7695529300528667,1.7046428040056125,1.3042295225475926,0.2897522456894267,0.07091866435916203,2.105465589532529,1.0,0.9950360413435692,0.5155464408848461,0.051854691817111095,0.006525083823000453,1.0,
148.36,136.48,4.2613047755283375,3.654160906666679,6.314699670221021,1.1561631871219944,1.9082426492245066,1.9460261239285126,1.919966339279172,1.4843709312371949,0.5994197234272803,0.36260498047481293,2.1608051778447517,1.0,1.0,0.5257677210330006,0.07826881612472075,0.03548073096970489,1.0,
153.7,141.74,4.578262990199283,4.092428556111213,6.352945498154717,1.25527593389079,1.9901252052430498,2.0319347980599156,1.9853020845464804,1.6650904530005832,0.8246174126471233,0.5551980443849528,2.235879204120151,1.0,0.9903623510042141,0.5766297302614641,0.14006719662593126,0.07785724435226728,1.0,
151.54,139.76,4.207794323626114,3.8414936949931175,5.649127610435821,1.261423672618538,2.0257750178206217,1.99458855153893,2.0370887855225557,1.5940929093591318,0.7121125585196698,0.5245941916304296,2.328500102489249,1.0,1.0,0.563401804989399,0.13098975571601887,0.06630457188700921,1.0,
147.24,138.4,4.119447843837638,3.4477960822083626,6.336248356481798,1.0796604959625657,1.7909320626806504,1.8531742696824511,1.7730882149349867,1.3907410639512616,0.3748230084836726,0.09824743715222706,2.039224770160104,1.0,0.99728102890478,0.5102137655159988,0.056435005409098994,0.020378222534050666,1.0,
152.06,140.34,4.498611834989743,3.868882200849352,6.5863699540320395,1.291242477460884,2.02900318632446,2.065192113485335,2.023936371790721,1.7490450702826978,0.6501829344137476,0.34988098605906565,2.228115314162593,1.0,0.9881625059038076,0.5268087291015625,0.15310100877257435,0.03656658602986871,1.0,
152.7,141.18,4.273665239979507,3.718195256105097,5.68345980262335,1.2780013021323637,2.0592362417253938,2.0822216092195585,2.0693187527502563,1.6584774008227803,0.7611025851529734,0.5082793214379945,2.2280257233275544,1.0,0.9926914833759376,0.6042837627807575,0.11089871784317205,0.06189299882351065,1.0,
148.8,137.68,4.133187379868283,3.4972074275222247,6.213606608821766,1.0649203332660238,1.8351486519393143,1.8738777479040163,1.854419615319159,1.5095967722762993,0.6289231288062379,0.2638241329714031,1.9567357990608607,1.0,0.9764468067855543,0.5837681653675202,0.09123352624237033,0.03303094238896749,1.0,
156.12,141.46,4.581928228053514,3.9675473189505768,6.596115319839612,1.3976217578120176,2.136146961755374,2.1503275045313988,2.1246420984908174,1.8943532617647765,0.8589999386916527,0.5544693261838493,2.3839143953100295,1.0,0.9664207989628789,0.591942740773657,0.1383962583346719,0.0662451209223532,1.0,
142.46,133.6,3.8494012899136543,3.2092759316858177,5.642994919112838,1.0807721832300188,1.8067426562032824,1.7705587649174108,1.766698619001964,1.2903125523996022,0.2634352165243224,0.07424681589938543,2.127326159577614,1.0,0.9747521780745639,0.49730260083503564,0.07221635275605336,0.00795848336993643,1.0,
149.06,138.1,3.950060137854245,3.4925751370494083,5.545380889318893,1.1175332916067529,1.8713456586805648,1.8600508390907027,1.7791686548453511,1.4813511996454372,0.657632971516543,0.25157056464609195,2.3154606777881783,1.0,0.9618217364251268,0.48796675424323754,0.1531786207619671,0.028580854472541235,1.0,
150.76,140.32,4.127905188014467,3.7610264327592025,5.370656996892718,1.1335620251447809,1.8692528987262191,1.8684486914177274,1.865086078976352,1.5603044930078973,0.5258913164172758,0.28456028557009155,2.136383654303017,1.0,0.9831312354153341,0.5501784341079154,0.11603692643417533,0.03358000782111515,1.0,
149.66,139.2,4.4634079496049415,3.776571329510993,6.569780611692468,1.1070133106259952,1.8751189116217306,1.8999895354975482,1.9404294216466895,1.534017765063159,0.6600681216785683,0.26040898313996474,2.0044402325604733,1.0,0.9484553212154192,0.5205656795619723,0.15449347732115332,0.027168457251788614,1.0,
151.26,139.68,4.185779577610229,3.889406439721814,5.245509630512498,1.1982600398539291,2.0711659973964007,1.9866042637571326,2.0292911571582435,1.7782911647516217,0.9032722630408441,0.572129808860937,2.304096545969428,1.0,0.9673437376587369,0.5676597421836608,0.14777191015715738,0.04815418254208556,1.0,
148.58,138.76,4.58740809152981,4.020052854280867,6.444519268925466,1.2530265157062626,1.9200021663352371,2.006901033447035,1.9551706380705531,1.5885718091502583,0.5088795270477684,0.24520651866027013,2.116872320118757,1.0,0.9629027186227239,0.5634444792095015,0.1153479858128186,0.033564416202167074,1.0,
157.36,142.44,4.796566863679101,4.320539142516498,6.735238661325341,1.352007533562191,2.1639444555536924,2.1694513356674783,2.153761710508348,1.8440485685756516,1.0497644687996066,0.809842647629553,2.379917242359101,1.0,1.0,0.5881569325712142,0.15265967285363885,0.09389610466896434,1.0,
