AVG Arrivals,AVG Served,AVG Delay,AVG Delay Regular,AVG Delay Service Desk,AVG Queue Length,Queue Open Time 1,Queue Open Time 2,Queue Open Time 3,Queue Open Time 4,Queue Open Time 5,Queue Open Time 6
151.71,140.12,4.385134095216575,3.997454051056694,5.9313578418016935,0.9080849559683581,1.0,0.9740394972874753,0.5665173004315843,0.12515577181867754,0.05441079847287176,1.0,
154.04,141.36,4.334525923028497,3.864385436209086,5.667021351560286,0.969908922478329,1.0,0.9956189234369492,0.5643609132590988,0.10917024951782976,0.06917735192502966,1.0,
151.92,138.78,4.378591771465843,3.8730826254683994,6.222148322110882,0.9093879053293175,1.0,0.9885903043940177,0.5771445420221313,0.09904003642563518,0.052940985575840226,1.0,
150.78,140.19,4.389259112161269,3.8109123505978975,6.421910745407348,0.8449263547461758,1.0,0.9872526032059454,0.5741379137133736,0.09863053421082381,0.0324109138961658,1.0,
149.59,139.38,4.185458468135991,3.682022399841155,5.809856401587738,0.8219459166016375,1.0,0.9792371138250826,0.5729508858767539,0.11308250921582662,0.03218930129253018,1.0,
149.34,138.74,4.429641032747459,3.842550105931439,6.231812726146851,0.811879172401981,1.0,0.9746883135164478,0.5356398439444799,0.10419310248237858,0.03810866213753352,1.0,
152.62,140.1,4.321239302944374,3.823509863473291,5.609520555483342,0.9421646528785079,1.0,0.9855991925890146,0.5537955174248964,0.10710987095582386,0.05154390211525899,1.0,
149.13,138.26,4.2156875799006395,3.7061580361282207,5.719819516421556,0.9042415976412822,1.0,0.9965000650124785,0.5771458131698725,0.07479545528772853,0.03783313028870036,1.0,
154.4,140.41,4.426564737841055,4.070923175677844,5.505238708288978,1.1149829415760792,1.0,0.9888713406468382,0.5666910291655342,0.14505693985890533,0.078533754793131,1.0,
146.15,137.0,4.0661226236116335,3.4060175579322833,6.222773031366257,0.7142526658991906,1.0,0.9856661376874695,0.5488002770313525,0.07710931674020857,0.014867988936048668,1.0,
158.47,143.99,4.68572381414337,4.269609114952,5.977838210647041,1.0359640107057861,1.0,0.9780407542898857,0.5526546781117795,0.1978661885183555,0.09025099502236092,1.0,
150.06,138.6,4.304342543317301,3.6284278507738152,6.39748547566779,0.8327996588085049,1.0,0.9773068433499619,0.5420003481528847,0.12209949250818199,0.041204027769122804,1.0,
151.8,140.32,4.210476861568239,3.7950568180762394,5.379653455080197,0.8796415464182857,1.0,0.9874280617107201,0.5768386797949819,0.11475423952030797,0.05863292004182141,1.0,
151.97,140.64,4.347875972552821,3.845937845874807,6.186623442278287,0.8897278590328823,1.0,0.9887461071350327,0.590468978306144,0.11430881486399999,0.04385799864423509,1.0,
152.33,140.76,4.219305249975494,3.9628570836973402,5.354849730877003,0.8972863919431121,1.0,0.9834207540570705,0.5373073813830154,0.10018699898859197,0.044201749545549146,1.0,
150.89,140.26,4.197812824704144,3.76087205309587,5.853234203176406,0.8087055311519117,1.0,0.9963615124514721,0.544821960764774,0.09022668329902325,0.03020734661579255,1.0,
156.01,142.79,4.557090148181588,3.983866850564957,6.493035245824691,1.0105949382635628,1.0,0.9802037583384839,0.581138830202364,0.15211543795978114,0.07108589658848861,1.0,
156.88,143.32,4.42405011748584,4.1497723000126605,5.4359480047842546,1.0367659203021635,1.0,0.9929791326201988,0.5925133902136057,0.15333350732036577,0.08671423466230538,1.0,
153.93,140.96,4.357814052232467,4.036928490110044,5.661396640056522,1.034088856385419,1.0,0.9899597049653558,0.5827713222915627,0.11348002087525673,0.06329976695184084,1.0,
151.78,140.55,4.303025219814935,3.918632133158693,5.64627208576346,0.9102689350537836,1.0,0.9964979187030043,0.5541859220915883,0.1187509484775212,0.056801361292791126,1.0,
150.46,139.31,4.2881175428697675,3.789597960550089,5.884837412048655,0.8469709181371486,1.0,0.9933757418721055,0.540541839399306,0.10191093176050754,0.052078419481147636,1.0,
150.47,138.86,4.191087705613925,3.7433119277266935,5.617909981256202,0.8695425600820493,1.0,0.9940135592782485,0.5537030041708744,0.07416232287418231,0.04466703093410254,1.0,
151.89,139.9,4.332219000998861,3.8575104676161005,5.814527212363052,0.9154171593252913,1.0,0.9894113216567798,0.5545605624268068,0.1048469728128588,0.04880023086375802,1.0,
152.37,139.47,4.196511921864642,3.850088665428515,5.357943165179645,0.9280385762350676,1.0,0.9982461559659274,0.5381397085616666,0.1068433979470441,0.05686037531860358,1.0,
149.15,138.16,4.2303605018358965,3.76025726469084,5.821816936119676,0.8508359547895953,1.0,0.9881395990553851,0.548312292092223,0.09366765561172659,0.03870581274323968,1.0,
153.2,140.73,4.40356693193189,3.9731750373935157,5.9300245233818,0.9168622472226815,1.0,0.9912818155879114,0.5548662405117155,0.11919792457828036,0.05954687609895608,1.0,
150.34,139.64,4.09967872608699,3.7196675090764266,5.394756627218251,0.8520050442185461,1.0,0.9927541009810708,0.540395791067756,0.11635297467939465,0.037255159844007464,1.0,
147.82,138.56,4.156506055001448,3.5169487105339403,6.01058190387204,0.7660243685529109,1.0,0.9825211607761201,0.566388195102764,0.08779211414466948,0.0242142892176753,1.0,
150.96,140.26,4.35898045496635,3.8761754451208748,5.970289399210373,0.8768208822776158,1.0,0.9780367682906825,0.5271861496079392,0.14040912417216708,0.04124097746355382,1.0,
152.59,141.03,4.316569832696315,3.878466335911335,5.725354793646664,0.8956677906823977,1.0,0.9817692575926391,0.5688167176224276,0.1291136444264164,0.05104757132594732,1.0,
150.18,140.18,4.389540858432073,3.826904475771648,6.539306218973227,0.8564185790556827,1.0,0.9650071372857176,0.5573951706639454,0.12638767965341247,0.040944153141349936,1.0,
150.4,139.07,4.225896899939955,3.70063048466179,5.903343829001999,0.870023816794851,1.0,0.9876382551143975,0.5513221056629724,0.12295574654084737,0.039436332978572713,1.0,
150.96,139.49,4.218510285293755,3.8341429926960364,5.693914556427566,0.8702695967510512,1.0,0.9897702496375658,0.5257136329178674,0.11422299655063364,0.05333417662476627,1.0,
148.96,138.1,4.194253912645242,3.620910827714604,6.180829327518257,0.7974266113162308,1.0,0.9961746868753006,0.5125936636430783,0.09099974655106909,0.02732107145801856,1.0,
150.46,137.62,4.297486427645057,3.764995167781066,6.114789239904081,0.9381512008080688,1.0,0.9813897508108927,0.5719681842408199,0.09237651322679684,0.03883517430878567,1.0,
148.56,137.18,4.240234863857151,3.7198064469369347,5.920636024846337,0.8455115821879967,1.0,0.994800853161495,0.4950021351903692,0.11258577845184309,0.050116613901357195,1.0,
150.83,138.72,4.0807749340074535,3.7843030115089236,5.2863952048887315,0.8954515110867804,1.0,0.9902668172217344,0.5480406078146537,0.11235862665658936,0.05785388597653615,1.0,
153.17,142.34,4.361232270385575,3.797401772104007,6.2826163127218395,0.9140027906970115,1.0,0.986709326655418,0.5708145383022182,0.1345013476484726,0.06419552356326319,1.0,
154.54,141.05,4.606806401519195,4.182109095263782,6.22192540724634,1.0183105137982016,1.0,0.9788831984773797,0.5458691320778148,0.14032346188272898,0.06609728578009343,1.0,
151.33,139.86,4.433031994644143,3.8854502713400154,6.368730890615534,0.8781338972418296,1.0,0.9794216460997663,0.5854471548809227,0.09790627614946194,0.04231309263334613,1.0,
152.53,139.48,4.430016450795645,3.950558060519347,5.959216269040162,0.9661945177461404,1.0,0.9923408359945579,0.577676606444212,0.10125273220347211,0.058187690264287696,1.0,
153.6,141.48,4.345690161506083,4.0069611276287,5.1942972808486285,0.9665313149662884,1.0,0.9912073607343527,0.5449442108292452,0.11469943354371939,0.055978343507878926,1.0,
150.01,139.05,4.062352183063652,3.6823350788251354,5.256484848767765,0.8263849453844396,1.0,0.9771422127745545,0.5598847732518546,0.10242822515186037,0.038093908246369136,1.0,
148.83,139.11,4.273993182082187,3.7023086704609973,6.164117497261056,0.8132161185444154,1.0,0.9788948853373519,0.5761681868534633,0.1206691326973909,0.034708908535264885,1.0,
151.17,138.81,4.119445660360546,3.6721512114973076,5.507936213733368,0.8893183153539119,1.0,0.9946516809029208,0.5159221029747014,0.12524968724537644,0.06045110223425563,1.0,
148.82,138.84,4.108143193831952,3.638512955676897,5.44416628160219,0.8139327510017144,1.0,0.980466349428553,0.5738811892024581,0.10362016830115137,0.03654318896427705,1.0,
153.69,140.53,4.511207315245104,4.101655001354379,5.9579250971140985,1.051860331911317,1.0,0.9925958874905038,0.5440895993445822,0.11270352161251079,0.06262943153310573,1.0,
151.5,139.01,4.259039003065638,3.772806629369805,5.7932594209463995,0.8856352414923572,1.0,0.9939416007189871,0.5588070629812044,0.10701734326578542,0.0430551367627715,1.0,
149.32,137.35,4.111409069039491,3.6659359443169293,5.677252185419524,0.8688147980692272,1.0,0.9830362339724625,0.5162690864649874,0.10429353823612032,0.03373904172876973,1.0,
151.43,139.38,4.334876095571074,3.8276520397448985,6.006720087390585,0.8897893310180488,1.0,0.9896472890191176,0.5273377482136213,0.11326815938349462,0.03922558775777002,1.0,
152.22,139.13,4.132023242191542,3.6089262365898596,5.650001956222923,0.9322261065216356,1.0,0.9888049066246203,0.5673358352839265,0.08759609145045333,0.041190339656775425,1.0,
150.78,139.48,4.501319379532074,3.8602165239414434,6.525315602204952,0.8982991068194938,1.0,0.9909634074936321,0.5533148288986637,0.09736613313758985,0.050393508889351034,1.0,
151.66,140.0,4.412823117372738,4.066846700353949,5.744673551610996,0.9761955175902881,1.0,0.9966483698174167,0.5964663916938848,0.10261494662301623,0.06183605114842818,1.0,
150.07,139.94,4.188763699230651,3.5866763750696666,6.005662726566601,0.7939186982241132,1.0,0.9791359799144849,0.5171297934497681,0.12186176196178235,0.042116598659471496,1.0,
149.92,138.5,4.16513215465062,3.5764250939738638,5.948752241259368,0.8439682336585037,1.0,0.9865341056177782,0.5446474477497567,0.11164142592807894,0.03752405030033272,1.0,
153.07,140.77,4.182705372407278,3.810780383282356,5.523627648902459,0.9311422405687094,1.0,0.983578026948106,0.5376625083546405,0.12502598872249643,0.047290531333333934,1.0,
148.84,138.42,4.327316895587061,3.8004902588147553,6.064073776012419,0.8362557864045576,1.0,0.9848378151487174,0.5313894240359461,0.12218174668384797,0.04527359697289675,1.0,
146.16,136.59,3.94318014907649,3.3464772372044456,5.723838648190846,0.7115760039004241,1.0,0.959018059991859,0.5487785711390607,0.10279581509026077,0.009618329538284209,1.0,
149.68,138.57,4.259246671549617,3.5597757406051453,6.120065840432686,0.8471648194341556,1.0,0.9916327050643301,0.5189307715528839,0.09783278872107759,0.04527777137738195,1.0,
153.4,141.62,4.445763282670365,3.9158136275695377,5.899498033781713,0.9673046833269148,1.0,0.9847820266228843,0.5592535433885082,0.12851613012529284,0.06793445123443898,1.0,
153.32,141.65,4.372149559701842,3.8291298088927963,6.372499437462527,0.8565012444406512,1.0,0.9856239531860765,0.5827919122498177,0.10905510211378643,0.034181702113531304,1.0,
151.72,140.22,4.363420605039268,3.8201507801947234,5.951183596845714,0.9377320015481506,1.0,0.9903652963050109,0.5757269654466594,0.10372426659967542,0.05089788054333022,1.0,
154.34,139.85,4.377116759646602,3.9306785923160716,6.096263397165735,1.1309662945333792,1.0,0.9811954974211247,0.5426279334202361,0.1368754755819228,0.056346926763707714,1.0,
148.86,138.15,4.107624412566776,3.585369808218291,5.71790331813568,0.8020706742332899,1.0,0.9770358179814025,0.5599948814010156,0.10301209287992664,0.026843709202514485,1.0,
153.21,140.53,4.323476035022435,3.7327812633586217,6.292425827703653,0.9121488234379522,1.0,0.9833104993010235,0.5463444493038723,0.15848452849101746,0.06386398588870354,1.0,
154.57,142.33,4.349625144769401,3.9464923418964073,5.657615204339132,0.9883644132719499,1.0,0.9944151777514288,0.5482773557531797,0.14204709118924716,0.06047568319456138,1.0,
149.01,138.16,4.168978605166387,3.62907020059195,5.600613276401219,0.832365150936343,1.0,1.0,0.5010904478619187,0.07123445921443061,0.0300648352303164,1.0,
151.81,139.82,4.38693575963434,3.6820884996371284,6.468313873663327,0.9404522913507443,1.0,0.9876052759956494,0.5395505984927879,0.09292634459124775,0.04282805170857401,1.0,
150.82,139.8,4.2739954879099455,3.797353548283586,5.693123427711827,0.8572289895210315,1.0,0.9819359028507,0.5796308863735002,0.09294749042758654,0.050210131371749164,1.0,
148.55,138.54,4.299212716949245,3.8566755793604552,5.835367357940579,0.8846280798934515,1.0,0.9804594698921042,0.5400419686041915,0.11324136603672669,0.04898785592383874,1.0,
148.63,138.55,4.135795428410825,3.6256943675311364,5.6611549976919795,0.8180022414690002,1.0,0.9907441591229056,0.5605595445034404,0.07402885775220558,0.03241933726043726,1.0,
152.89,140.81,4.1861822507633475,3.8733610946078105,5.285163573908978,0.9130557475397361,1.0,0.9761123193484557,0.5997261738880098,0.12817160916819675,0.056253187275831736,1.0,
148.06,138.71,4.03787934181063,3.61190684458023,5.331387022170206,0.7893263848382119,1.0,0.9879982872771105,0.5356539766236722,0.0715753569448169,0.02101033271577078,1.0,
151.76,140.06,4.373135494237235,3.9248481445810937,6.432883733303297,0.8825457203462851,1.0,0.9967228347330207,0.5617277587502533,0.10027493649403814,0.05900304931702543,1.0,
150.67,139.58,4.137288985531293,3.7803373111211784,5.096480593340256,0.8796728130722364,1.0,0.9720669069618388,0.5736328304641657,0.11389757277544835,0.045049372966272455,1.0,
148.19,137.28,3.9975163792653152,3.6198250332846076,5.1913667968565695,0.8280168259119306,1.0,0.9956959636955857,0.55201948404566,0.10249271036670685,0.03455320348348881,1.0,
153.59,141.7,4.401266725675442,3.7470703010131654,6.339301073529219,0.9102078406155993,1.0,0.9803368494434146,0.5716086028029721,0.12711993648728184,0.05747709950664483,1.0,
148.52,137.53,4.188210183516342,3.6057579202276044,6.113602459666278,0.7668258387095348,1.0,0.9919002627182155,0.5583167655850027,0.06554240870526412,0.021208725897843318,1.0,
157.17,143.2,4.579602121700436,3.928707301999775,6.42742160911899,1.068438822857662,1.0,0.9948340813056453,0.565592947223519,0.12884719383993054,0.07163054436707537,1.0,
152.72,139.73,4.361047314367709,3.8683526964589436,5.967297777996315,0.942769310716451,1.0,0.9874656010586456,0.5478755237038775,0.11132512821794721,0.0639146921725064,1.0,
153.01,139.23,4.40545314911383,4.10486763484615,5.602766518184771,1.0450057978268783,1.0,0.9890086715083796,0.5768773158672557,0.11758357451995068,0.05578395925150567,1.0,
153.32,141.07,4.382925154589413,3.919114072467622,6.0101119527878275,0.9033813160907979,1.0,0.9750653574946938,0.5661525120709127,0.14576510516866067,0.05729108959585234,1.0,
152.66,139.36,4.5585589803077085,3.92795524089747,6.621441771953439,0.976070403180453,1.0,0.9877661868484688,0.5570981010318118,0.1114071721765117,0.06805189144096976,1.0,
149.95,139.49,4.262255390201194,3.6422002551694757,6.170232377229557,0.8192682720455366,1.0,0.984168374896807,0.5434978483513333,0.12121591614897544,0.03714704495123014,1.0,
152.91,141.35,4.3611894112244824,3.915349134683968,5.8725435228620935,0.9436681112305227,1.0,0.9759806801577757,0.5912165357936209,0.17666073781640043,0.05257889788767503,1.0,
150.63,138.3,4.154973613363668,3.657489603918756,5.743727489444586,0.9252132150207024,1.0,0.9891459021282958,0.559057307456791,0.0916832680247651,0.03480491226631858,1.0,
150.93,140.39,4.407899513404297,3.771674118780882,6.531705870850804,0.8527756838879749,1.0,0.984838806326702,0.5689969003875407,0.11783509174435172,0.03672858246808593,1.0,
152.55,140.95,4.3407018173249154,3.752800011264814,6.190947459442436,0.8627935144026162,1.0,0.9687280832621041,0.5533549421052758,0.14443337212397997,0.04435133912199946,1.0,
150.82,140.1,4.353306411410638,3.7354580021076713,6.351983446271287,0.8659753832010011,1.0,0.9832566948303842,0.5672006088653126,0.11022776622359347,0.051852491202690615,1.0,
148.27,137.96,4.247917028121339,3.654604782143526,6.070011304105365,0.8108223642874692,1.0,0.9801846895680009,0.5513830065756423,0.10628369637715035,0.027489472491317148,1.0,
147.28,138.0,4.161005363589419,3.6622706274017576,5.64633548361247,0.8276229731298091,1.0,0.9855386296701812,0.5634334262063964,0.09308438551714665,0.02655248425893683,1.0,
149.15,138.65,4.334406157359373,3.6446047478342347,6.484964525690388,0.8200487352094632,1.0,0.9836889526047797,0.540968146386673,0.09523756262638393,0.04224637528599739,1.0,
147.75,137.18,4.336894647232566,3.784888826225065,6.256064692743328,0.8274769765910167,1.0,0.9759285140888462,0.5539649190672041,0.0966981240802469,0.036732876167579476,1.0,
150.51,139.46,4.028400660980996,3.660688328668543,5.19616159883859,0.8398702923478162,1.0,0.9986539164827084,0.5721022755572048,0.0904446478795396,0.03914577467646578,1.0,
150.55,140.1,4.108428303519371,3.6840102161930592,5.436424961584754,0.8582485182731235,1.0,0.998138421606418,0.5378815676604173,0.09516252473792493,0.03585073268969472,1.0,
151.17,139.19,4.400500657592978,3.939742596145462,6.159377898331606,0.9103084383762697,1.0,0.9842078504266145,0.5282795055712276,0.11429345700086531,0.049297705235340404,1.0,
154.4,141.83,4.675067608186719,4.086504604780396,6.649605711208087,0.9818844591555396,1.0,0.9892643484259552,0.5930539497920921,0.13443817347469506,0.06853823855197501,1.0,
151.59,138.85,4.3447705094682245,3.7494430439908104,6.277084777857765,0.9222080415859405,1.0,0.9856915575441473,0.5536405258258096,0.11895852848564353,0.052199671691222714,1.0,
149.48,137.91,4.147237915217587,3.504965546619549,6.112641260877207,0.9128839895000717,1.0,0.9832552012985072,0.5704376742982076,0.0967153172244914,0.03230538476768944,1.0,
153.37,139.86,4.409213006682767,3.957936901759965,5.794679214711819,1.016667323370843,1.0,0.9632780660411855,0.544249943327563,0.1499562297223344,0.051721324187458076,1.0,
153.33,141.33,4.3617761528947945,4.004194207101066,5.638723891228832,0.9348128500584183,1.0,0.9792148770979853,0.5197176581752074,0.15374627771978808,0.0740150243436721,1.0,
149.58,138.04,4.334682826085597,3.9591866998432614,5.448300474033995,0.8842178944443934,1.0,0.982914606909613,0.5279648164679669,0.12409279811957333,0.05279207655221087,1.0,
144.12,135.03,4.018080683461857,3.439407201638994,5.791158053025616,0.7202310365810547,1.0,0.9869840451297491,0.5012204542442236,0.09194005843879541,0.018642916601974677,1.0,
151.44,139.67,4.313951034565582,4.056099446967421,5.343521684388639,0.942487847160218,1.0,0.9757932660322218,0.5216067897107112,0.12306870098691937,0.05100634159697539,1.0,
153.81,141.15,4.513711890581815,3.9839993447154534,5.877535824124303,0.9568788552730187,1.0,0.9952120171216541,0.5591943205348582,0.1251108666483938,0.05889759722614704,1.0,
152.21,139.39,4.256749315607807,3.85022435989579,5.661592600992249,0.9973020997232438,1.0,0.9973225743377683,0.5758456030991724,0.10512978018916447,0.0523924108039913,1.0,
153.48,139.84,4.609398146524876,4.075995810204164,6.2739697774602154,1.0170098296086183,1.0,0.9827861320704244,0.5290215424676468,0.14236798577744517,0.05413702613253216,1.0,
149.0,137.69,4.380256297352266,3.761670153848184,6.297902998209985,0.8653145838232345,1.0,0.9798707576988629,0.5577247920372759,0.10694196343355668,0.0448513971682867,1.0,
155.25,140.45,4.556595635088804,3.991451112280391,6.222561503657165,1.0820793031740334,1.0,0.9934546970174266,0.5639816307844492,0.12532708046531493,0.06910610371821659,1.0,
152.22,139.25,4.33265714871549,3.81350098146345,5.991581494422441,0.9103521558144319,1.0,0.9806007128322551,0.5457567871353565,0.1426505430778046,0.06036227286584696,1.0,
147.9,137.88,4.074936125866467,3.5298164446810767,6.067032038555112,0.7730091029178284,1.0,0.9944424357612834,0.5410705641688806,0.10030906768590858,0.029369770917634153,1.0,
146.39,137.57,4.107779641222028,3.583826964820759,5.643278474289047,0.7615125996147684,1.0,0.9747786954657651,0.5638047484834927,0.08864826432695116,0.02162850720050756,1.0,
151.28,140.22,4.195392842237966,3.80048828330055,5.238104502712159,0.8800447574703774,1.0,0.9738716653529026,0.5891176623677359,0.11603570616164212,0.0472854800708359,1.0,
152.92,140.97,4.372902595578988,3.9396527547648383,5.7304485474614975,0.9206785032060806,1.0,0.9827021154636584,0.5945994560061071,0.12098120866466312,0.05179289016940713,1.0,
146.84,137.92,4.1705362404748465,3.5473557637909683,6.181814791337623,0.7397736805671005,1.0,0.9927366010143045,0.5269337441955882,0.07059212873051766,0.01488086864974582,1.0,
150.9,139.59,4.332232558710995,3.791890778277606,6.015727832156674,0.83237058818228,1.0,0.9718956471848529,0.5663460259724991,0.11482502020850584,0.03899818205669023,1.0,
148.73,137.86,4.20606383072966,3.7061580250625736,5.711571921153501,0.8136728383301378,1.0,0.9943734037240253,0.5012864461156132,0.0994449930294194,0.038724539879270034,1.0,
154.18,140.54,4.520595352889715,4.220307741918635,5.563325418626861,1.0632588734223745,1.0,0.9951870538714064,0.5635526924511514,0.09546974373879305,0.05501433704046426,1.0,
148.63,137.85,4.024659053199323,3.458030247693703,5.855007669772972,0.790174642860439,1.0,0.9817436038282173,0.5484991408604375,0.1063319487471404,0.03674736017186017,1.0,
156.55,143.15,4.3263209560883515,4.031167802482562,5.288482876335587,1.0058048834767133,1.0,0.9917810011496166,0.5621934839072016,0.15304726230864266,0.07320965283534281,1.0,
154.51,142.25,4.411608787521439,3.917168861111945,5.96640112077713,0.941604633372758,1.0,0.9930208868036334,0.572106996497327,0.12987848647880454,0.06894485031696079,1.0,
152.61,139.49,4.396662134815894,3.856478990424774,5.993242552809504,0.9600526784702746,1.0,0.9825966442597742,0.5837626012914691,0.10631025676329861,0.057202640817994956,1.0,
152.75,140.55,4.298626359102957,3.8290934104296697,5.645620750632634,0.9447186066451186,1.0,0.9779220854253273,0.5680511529346108,0.1374160938520535,0.0538758628064831,1.0,
153.81,140.6,4.50412148373043,3.9913840711094433,6.271035258493089,0.954797344713665,1.0,0.9889149553502494,0.5378896747331443,0.13511690924450062,0.06410472989914016,1.0,
151.75,139.78,4.264609184803798,3.8739905375858994,5.240818891144267,0.9019658350039941,1.0,0.996060449920858,0.568549794877867,0.09811447425324529,0.050427693767235875,1.0,
156.03,141.23,4.434547285471299,4.112641777751454,5.432924401855562,1.0263544334828272,1.0,0.9973165191507412,0.5749287963917599,0.13498073062695876,0.08877580979443976,1.0,
157.0,143.97,4.496840746490647,4.014202280202258,5.914856528785981,1.029909438131284,1.0,0.9895262379806173,0.5944924535127026,0.1409351704023642,0.07628995661139323,1.0,
150.67,139.52,4.452721594608727,3.931984006159425,6.294052671405259,0.9192794825938662,1.0,0.9810064351104217,0.5769310151091329,0.1154624502861961,0.04679004146212435,1.0,
149.57,138.88,4.108827437547009,3.564770878690758,5.7403224530558585,0.7673716696650565,1.0,0.9839838137876669,0.5437773642829735,0.10016536245946385,0.0313307583023712,1.0,
152.22,140.24,4.290356249607486,3.991528135619581,5.798695573380622,0.9446030262298425,1.0,0.9773181216216256,0.5879240624770745,0.12294491188572834,0.05424487147482094,1.0,
152.79,141.26,4.286834329839445,3.6054903890717735,6.239292650999547,0.8734409787790416,1.0,0.9887499962341877,0.5819613270042433,0.11409464168260937,0.051870848721888914,1.0,
150.8,140.16,4.229866769497498,3.764547805390702,5.790872779154074,0.8353529260716812,1.0,0.9743750767165049,0.5551804726230332,0.120529017316492,0.04098899701842534,1.0,
159.23,144.68,4.753561913252588,4.282249009905442,6.302800056447106,1.0969857576799102,1.0,0.9834964493409494,0.5671477466724911,0.18813021775839414,0.10334607694033617,1.0,
154.93,141.28,4.495952518908296,4.003713597063404,5.939735551689183,0.9842896982745377,1.0,0.9848640185541392,0.5917846351631703,0.12236276761972861,0.07298582743787958,1.0,
156.66,143.08,4.643392813787293,4.27660976874678,5.82488439079737,1.104316265532115,1.0,0.9917084253697855,0.575490590376329,0.14041734508582546,0.08316416059676092,1.0,
150.79,139.02,4.372839836673493,3.959174215530145,5.582815010842989,0.9030739836531815,1.0,0.9906776201402394,0.5425950587533587,0.11225085385945384,0.04360385244636704,1.0,
