AVG Arrivals,AVG Served,AVG Delay,AVG Delay Regular,AVG Delay Service Desk
925.97,817.39,14.580543280622129,17.074170780385174,9.400826351254052,
884.33,802.78,12.51766863326911,13.873237709085169,9.662899872604306,
932.54,824.78,14.726119252002475,16.820781311773132,10.390774446251326,
901.88,812.45,12.82137308715754,14.84153255125981,10.111259459913954,
911.97,817.84,13.647509770691618,15.51044968960613,9.681266782752868,
871.79,794.16,11.443161555527329,12.43994770340014,10.589582804459205,
903.82,815.01,13.224898549443036,14.964381164702113,10.0341931498014,
933.2,829.2,14.855737724759617,16.98879037389237,11.39035445135337,
918.99,818.12,14.61383948438272,16.072233210683326,10.632402479308993,
905.08,809.02,13.428433399852132,15.241776066946045,9.862389165478556,
895.36,807.78,12.549370835655013,13.770411065545654,10.520301411885407,
928.16,824.1,15.02737554198994,16.829806385331246,11.23002188918806,
889.31,806.51,13.026450247670352,15.04767475605726,10.728511597985825,
915.9,818.57,14.074953110704978,16.902828094017995,9.526857703514203,
892.08,806.7,12.665254498101465,14.387144817686346,10.045440717865004,
886.39,797.86,12.130539982874513,13.619510356167936,9.654893783455002,
881.04,803.05,12.433212336747587,13.124988029243426,11.067145077327602,
907.33,812.2,13.176456537607345,14.702938056569327,9.91738393984542,
901.99,812.31,12.9807405670234,14.711946796828842,10.203001730667715,
930.1,820.72,14.753574802428902,17.33037214051114,10.436429439562579,
895.5,798.42,12.516341768607903,14.365929033092538,9.551843436114998,
902.96,808.71,12.96326558137198,14.960311952379822,9.14728321804409,
923.34,828.55,14.047081117199966,15.750737440839988,10.28717083128003,
942.89,816.77,15.149554475159285,16.689131011206804,11.012122648911491,
943.16,828.36,15.059601697030395,16.897045809199607,9.982436642511688,
895.44,807.52,12.4966876494116,13.543585684981895,10.138765352286049,
886.4,794.24,12.684725693645648,14.016183222317302,9.811506143531304,
897.35,807.43,13.187070576406665,15.815583421035212,9.633613746428669,
962.29,841.35,16.44740448703617,18.865845781565383,10.553309646028126,
906.46,815.89,13.264630932816425,15.56046080700428,10.489463662275123,
910.95,818.85,13.654927854256666,15.016507189750065,10.909601730765045,
919.72,824.73,14.48552851533448,17.659185519275432,10.194391092246155,
952.21,835.17,15.55664228622843,17.891377020304443,10.07849642909394,
931.19,824.8,14.745890868051502,17.285351211334373,10.557556975094121,
935.15,819.16,14.588196446404538,16.583727948268333,9.777412281079926,
924.57,827.95,14.630114593901487,16.927114308606292,10.32308678803039,
918.83,822.63,14.471199899259336,16.53920629653584,9.699195400938194,
909.08,814.73,13.354319540850366,14.964630938834175,10.564451009234151,
917.0,819.75,14.014928352875048,15.47005345218404,9.839420623884699,
907.72,815.96,13.230630291442548,14.664400849809168,9.867493584014804,
872.79,794.11,11.689616420787718,12.9347450613325,9.345901604254152,
916.39,822.35,13.71247593642342,15.899040747088373,9.358500431591812,
901.89,817.46,12.92591897434065,15.230262690967653,9.454195241060583,
950.01,834.71,15.564101101708916,18.208654440351694,10.831945734465991,
911.45,815.57,13.432375532142958,15.29843405586244,9.792788523869879,
912.69,817.98,13.224392650137707,14.6570207681719,10.304925720329134,
939.71,821.67,15.309669880614711,18.130829544078935,NaN,
886.88,801.88,12.696054860750952,14.9174794680496,10.046809191354294,
915.27,816.12,13.896417007099828,16.304811498724074,10.158065006063042,
880.0,799.71,12.095434348658785,12.628425951498597,11.290081011072608,
911.61,812.02,13.974500213862763,16.27515605499128,10.462450781377278,
903.6,804.71,13.235627769846122,14.842133058868331,9.85805967426943,
912.08,818.31,13.32620088610015,15.131235672916919,10.255437163247853,
886.12,806.25,12.000876690883503,13.068545930953148,9.626656573224928,
860.93,789.65,11.085477005495445,11.728786585476117,11.035263537099238,
872.09,799.12,11.38761621175252,12.476446376631275,10.290882742110314,
903.73,810.73,13.554417775803813,15.617485351461116,10.114273164236955,
899.23,803.78,12.875021540806374,14.535944653831045,9.655026619904804,
885.95,796.2,12.95788164253944,14.37147743218537,10.402343315068826,
891.58,799.43,12.77385218900637,14.821595900784216,9.817941503439584,
914.17,823.07,14.446606961130477,16.25198217524964,11.005565795204316,
905.18,816.3,13.818170687090314,15.81060344986514,10.31551834492293,
902.29,810.21,13.622987099758761,15.570479688718919,11.479124101031466,
903.74,812.47,13.175208204792996,14.260187605200288,10.878971424001488,
915.09,810.68,13.789802100752702,15.775925642609046,10.001904338348997,
896.27,809.67,13.262357016239411,14.428726672097833,10.698605529984224,
935.14,825.46,14.31099013007073,16.849619992518175,10.360419095809123,
917.6,819.57,14.383890382178503,17.184763179897956,10.52705998644954,
878.83,795.67,11.60506487225567,12.68457999613338,10.083972033294902,
903.65,815.34,13.491515643414381,15.536539677117315,10.474082537319516,
887.14,796.65,12.224047533397524,12.834925151002455,10.726691632614681,
922.61,816.2,14.426648068255583,16.69633176674552,10.055251170803245,
890.92,807.72,13.336077817443286,15.309479186196238,9.827985927537917,
910.17,818.86,13.767998799730238,15.451924126099765,9.90486206168869,
882.47,799.72,12.428988485519143,13.741959017116894,9.882306747914336,
922.94,810.82,14.031301241003248,15.793385660802409,10.76732735182089,
914.58,817.36,13.918345999360296,15.803525981984121,10.296566011323131,
914.06,818.88,14.1849097351366,16.13033117011301,10.304065215587565,
895.77,807.03,12.439814528024558,14.429026588624366,9.890447608944488,
901.7,808.7,12.571099416518534,13.97710724658627,9.559383204902858,
908.6,818.16,13.538154946456595,15.34635080761451,10.604208793189086,
878.1,798.43,11.789944411131641,13.050526435469285,10.725023333199474,
